,mid_price,estimated_delivery_price,volume_usd,quote_currency,creation_timestamp,base_currency,interest_rate,volume,underlying_index,underlying_price,price_change,mark_price,open_interest,ask_price,bid_price,instrument_name,last,low,high,currency,expire_date,strike_price,option_type
0,0.0007,2222.19,2.41,ETH,1704712781414,ETH,0.0,1.0,ETH-26JAN24,2241.65,0.0,0.000853,965.0,0.001,0.0004,ETH-26JAN24-1200-P,0.0011,0.0011,0.0011,ETH,26JAN24,1200,P
1,,2222.19,0.0,ETH,1704712781414,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.149997,229.0,,,ETH-12JAN24-2550-P,0.0755,,,ETH,12JAN24,2550,P
2,0.0305,2222.19,1709.73,ETH,1704712781414,ETH,0.0,24.0,ETH-23FEB24,2269.04,0.0,0.030491,5157.0,0.031,0.03,ETH-23FEB24-2800-C,0.032,0.032,0.032,ETH,23FEB24,2800,C
3,,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.124406,0.0,,,ETH-10JAN24-1950-C,,,,ETH,10JAN24,1950,C
4,0.19475,2222.19,175271.62,ETH,1704712781415,ETH,0.0,391.0,ETH-29MAR24,2293.97,-0.4988,0.193511,74926.0,0.1995,0.19,ETH-29MAR24-2000-C,0.1995,0.1995,0.2005,ETH,29MAR24,2000,C
5,0.0004,2222.19,136.63,ETH,1704712781415,ETH,0.0,79.0,SYN.ETH-9JAN24,2223.1257250511408,-80.0,0.000347,123.0,0.0005,0.0003,ETH-9JAN24-2450-C,0.0002,0.0002,0.0015,ETH,9JAN24,2450,C
6,0.08875,2222.19,13793.97,ETH,1704712781415,ETH,0.0,67.0,ETH-28JUN24,2359.87,-4.7368,0.088995,9839.0,0.0895,0.088,ETH-28JUN24-1900-P,0.0905,0.0905,0.095,ETH,28JUN24,1900,P
7,,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,ETH-27SEP24,2409.51,,1.134421,0.0,,,ETH-27SEP24-5000-P,,,,ETH,27SEP24,5000,P
8,0.0004,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.000372,2584.0,0.0005,0.0003,ETH-12JAN24-3400-C,0.0004,,,ETH,12JAN24,3400,C
9,,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.368955,1319.0,0.44,,ETH-28JUN24-1600-C,0.3875,,,ETH,28JUN24,1600,C
10,,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.259072,0.0,,,ETH-10JAN24-2800-P,,,,ETH,10JAN24,2800,P
11,0.108,2222.19,3099.77,ETH,1704712781415,ETH,0.0,13.0,ETH-29MAR24,2293.97,-6.4655,0.107802,25981.0,0.1085,0.1075,ETH-29MAR24-2400-C,0.1085,0.1035,0.116,ETH,29MAR24,2400,C
12,,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.107558,0.0,,,ETH-11JAN24-2450-P,,,,ETH,11JAN24,2450,P
13,,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.147257,0.0,,,ETH-9JAN24-2550-P,,,,ETH,9JAN24,2550,P
14,0.11775,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.11799,734.0,0.1205,0.115,ETH-27SEP24-1900-P,0.104,,,ETH,27SEP24,1900,P
15,0.00215,2222.19,25139.34,ETH,1704712781415,ETH,0.0,4692.0,ETH-12JAN24,2226.35,-31.0345,0.002051,11501.0,0.0023,0.002,ETH-12JAN24-2700-C,0.002,0.002,0.0033,ETH,12JAN24,2700,C
16,0.0075,2222.19,2065.83,ETH,1704712781415,ETH,0.0,87.0,SYN.ETH-10JAN24,2224.200483367427,-28.5714,0.007495,87.0,0.008,0.007,ETH-10JAN24-2125-P,0.0075,0.0065,0.011,ETH,10JAN24,2125,P
17,,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,ETH-28JUN24,2359.87,,1.976625,0.0,,,ETH-28JUN24-7000-P,,,,ETH,28JUN24,7000,P
18,,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,ETH-28JUN24,2359.87,,1.767049,0.0,,,ETH-28JUN24-6500-P,,,,ETH,28JUN24,6500,P
19,,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.917705,0.0,,,ETH-27SEP24-200-C,,,,ETH,27SEP24,200,C
20,0.0985,2222.19,0.0,ETH,1704712781415,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.099659,554.0,0.1085,0.0885,ETH-19JAN24-2400-P,0.062,,,ETH,19JAN24,2400,P
21,0.00055,2222.19,441.59,ETH,1704712781415,ETH,0.0,338.0,ETH-12JAN24,2226.35,50.0,0.000487,1009.0,0.0006,0.0005,ETH-12JAN24-3200-C,0.0006,0.0004,0.0006,ETH,12JAN24,3200,C
22,0.046,2222.19,23129.29,ETH,1704712781417,ETH,0.0,210.0,ETH-19JAN24,2233.51,2.2472,0.045896,1037.0,0.0465,0.0455,ETH-19JAN24-2200-P,0.0455,0.0445,0.0565,ETH,19JAN24,2200,P
23,,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.434999,50.0,,,ETH-27DEC24-1600-C,0.447,,,ETH,27DEC24,1600,C
24,,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.082267,0.0,,,ETH-10JAN24-2400-P,,,,ETH,10JAN24,2400,P
25,0.03825,2222.19,16649.96,ETH,1704712781417,ETH,0.0,192.0,ETH-29MAR24,2293.97,-3.25,0.038229,14957.0,0.039,0.0375,ETH-29MAR24-1800-P,0.0387,0.0387,0.042,ETH,29MAR24,1800,P
26,0.03275,2222.19,147127.65,ETH,1704712781417,ETH,0.0,2115.0,ETH-12JAN24,2226.35,10.5085,0.032622,5413.0,0.033,0.0325,ETH-12JAN24-2200-P,0.0326,0.028,0.041,ETH,12JAN24,2200,P
27,0.25025,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.250366,326.0,0.254,0.2465,ETH-27DEC24-2600-C,0.2585,,,ETH,27DEC24,2600,C
28,,2222.19,178.16,ETH,1704712781417,ETH,0.0,1.0,ETH-19JAN24,2233.51,0.0,0.083929,869.0,,0.0005,ETH-19JAN24-2350-P,0.0795,0.0795,0.0795,ETH,19JAN24,2350,P
29,0.10375,2222.19,2952.79,ETH,1704712781417,ETH,0.0,12.0,ETH-23FEB24,2269.04,19.598,0.103533,2284.0,0.1045,0.103,ETH-23FEB24-2300-P,0.119,0.0995,0.119,ETH,23FEB24,2300,P
30,,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-29MAR24,2293.97,,1.618659,0.0,,,ETH-29MAR24-6000-P,,,,ETH,29MAR24,6000,P
31,,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.509878,0.0,,,ETH-26JAN24-1100-C,,,,ETH,26JAN24,1100,C
32,,2222.19,1184.27,ETH,1704712781417,ETH,0.0,10.0,SYN.ETH-9JAN24,2223.1257250511408,0.0,0.057046,10.0,,0.0355,ETH-9JAN24-2100-C,0.0535,0.0535,0.0535,ETH,9JAN24,2100,C
33,0.20005,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-29MAR24,2293.96,,0.323326,4897.0,0.4,0.0001,ETH-29MAR24-1600-C,0.34,,,ETH,29MAR24,1600,C
34,0.02825,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.028489,11076.0,0.029,0.0275,ETH-28JUN24-1400-P,0.028,,,ETH,28JUN24,1400,P
35,,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.308448,0.0,,,ETH-27DEC24-2200-C,,,,ETH,27DEC24,2200,C
36,0.011,2222.19,195.87,ETH,1704712781417,ETH,0.0,8.0,ETH-29MAR24,2293.97,0.0,0.011058,19847.0,0.0115,0.0105,ETH-29MAR24-1400-P,0.011,0.011,0.011,ETH,29MAR24,1400,P
37,,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-26JAN24,2241.64,,0.377341,139.0,,,ETH-26JAN24-1400-C,0.377,,,ETH,26JAN24,1400,C
38,0.24505,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-28JUN24,2359.86,,0.310069,8049.0,0.49,0.0001,ETH-28JUN24-1800-C,0.3345,,,ETH,28JUN24,1800,C
39,,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.286378,0.0,,,ETH-19JAN24-1600-C,,,,ETH,19JAN24,1600,C
40,0.0115,2222.19,78380.19,ETH,1704712781417,ETH,0.0,3032.0,ETH-26JAN24,2241.65,-22.5806,0.011532,21528.0,0.012,0.011,ETH-26JAN24-2700-C,0.012,0.01,0.017,ETH,26JAN24,2700,C
41,0.4365,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.435238,641.0,0.4445,0.4285,ETH-28JUN24-1400-C,0.4575,,,ETH,28JUN24,1400,C
42,0.27775,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.277808,2.0,0.2815,0.274,ETH-27DEC24-2400-C,0.285,,,ETH,27DEC24,2400,C
43,0.0012,2222.19,8.88,ETH,1704712781417,ETH,0.0,4.0,SYN.ETH-11JAN24,2225.2752416837134,0.0,0.001138,4.0,0.0014,0.001,ETH-11JAN24-2750-C,0.001,0.001,0.001,ETH,11JAN24,2750,C
44,,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.214837,0.0,,,ETH-12JAN24-2700-P,,,,ETH,12JAN24,2700,P
45,,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.200879,0.0,,,ETH-19JAN24-1800-C,,,,ETH,19JAN24,1800,C
46,,2222.19,0.0,ETH,1704712781417,ETH,0.0,0.0,ETH-29MAR24,2293.97,,1.401644,0.0,,,ETH-29MAR24-5500-P,,,,ETH,29MAR24,5500,P
47,0.0345,2222.19,157.28,ETH,1704712781417,ETH,0.0,2.0,SYN.ETH-11JAN24,2225.2752416837134,0.0,0.034029,2.0,0.035,0.034,ETH-11JAN24-2225-P,0.0355,0.0355,0.0355,ETH,11JAN24,2225,P
48,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.732383,20.0,,,ETH-26JAN24-600-C,0.74,,,ETH,26JAN24,600,C
49,0.2265,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.226402,80.0,0.23,0.223,ETH-27DEC24-2800-C,0.236,,,ETH,27DEC24,2800,C
50,,2222.19,1.11,ETH,1704712781418,ETH,0.0,3.0,SYN.ETH-10JAN24,2224.200483367427,100.0,0.00017,77.0,0.0003,,ETH-10JAN24-2850-C,0.0002,0.0001,0.0002,ETH,10JAN24,2850,C
51,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.423864,0.0,,,ETH-23FEB24-3200-P,,,,ETH,23FEB24,3200,P
52,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.437862,0.0,,,ETH-12JAN24-3200-P,,,,ETH,12JAN24,3200,P
53,0.10975,2222.19,22009.29,ETH,1704712781418,ETH,0.0,88.0,ETH-28JUN24,2359.87,-0.8929,0.109335,32561.0,0.1105,0.109,ETH-28JUN24-3000-C,0.111,0.106,0.113,ETH,28JUN24,3000,C
54,,2222.19,48.88,ETH,1704712781418,ETH,0.0,1.0,SYN.ETH-9JAN24,2223.1257250511408,0.0,0.037015,1.0,,,ETH-9JAN24-2150-C,0.0225,0.0225,0.0225,ETH,9JAN24,2150,C
55,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.170833,0.0,,,ETH-11JAN24-2600-P,,,,ETH,11JAN24,2600,P
56,0.02,2222.19,3904.35,ETH,1704712781418,ETH,0.0,76.0,ETH-23FEB24,2269.04,-19.1489,0.02009,8375.0,0.0205,0.0195,ETH-23FEB24-3000-C,0.019,0.019,0.024,ETH,23FEB24,3000,C
57,,2222.19,973.11,ETH,1704712781418,ETH,0.0,6.0,ETH-12JAN24,2226.35,0.0,0.072544,3112.0,,0.0005,ETH-12JAN24-2350-P,0.073,0.073,0.073,ETH,12JAN24,2350,P
58,0.0115,2222.19,1420.29,ETH,1704712781418,ETH,0.0,51.0,SYN.ETH-11JAN24,2225.2752416837134,-8.0,0.01152,51.0,0.012,0.011,ETH-11JAN24-2375-C,0.0115,0.0115,0.0125,ETH,11JAN24,2375,C
59,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.28195,0.0,,,ETH-12JAN24-1600-C,,,,ETH,12JAN24,1600,C
60,0.12875,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.130457,2610.0,0.134,0.1235,ETH-23FEB24-2400-P,0.125,,,ETH,23FEB24,2400,P
61,0.022,2222.19,6575.47,ETH,1704712781418,ETH,0.0,141.0,SYN.ETH-10JAN24,2224.200483367427,-16.0714,0.022156,122.0,0.0225,0.0215,ETH-10JAN24-2225-C,0.0235,0.0165,0.0295,ETH,10JAN24,2225,C
62,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.939868,183.0,,0.5,ETH-27DEC24-4500-P,0.9055,,,ETH,27DEC24,4500,P
63,0.0013,2222.19,1004.46,ETH,1704712781418,ETH,0.0,329.0,ETH-12JAN24,2226.35,9.0909,0.001357,917.0,0.0014,0.0012,ETH-12JAN24-1700-P,0.0012,0.0011,0.0017,ETH,12JAN24,1700,P
64,0.00675,2222.19,4772.19,ETH,1704712781418,ETH,0.0,331.0,SYN.ETH-11JAN24,2225.2752416837134,8.3333,0.00657,327.0,0.007,0.0065,ETH-11JAN24-2450-C,0.0065,0.006,0.0065,ETH,11JAN24,2450,C
65,0.00085,2222.19,1348.18,ETH,1704712781418,ETH,0.0,612.0,ETH-12JAN24,2226.35,-27.2727,0.000805,2878.0,0.001,0.0007,ETH-12JAN24-3000-C,0.0008,0.0008,0.0011,ETH,12JAN24,3000,C
66,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-27SEP24,2409.51,,2.34185,0.0,,,ETH-27SEP24-8000-P,2.1065,,,ETH,27SEP24,8000,P
67,0.0455,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.046695,0.0,0.048,0.043,ETH-11JAN24-2275-P,,,,ETH,11JAN24,2275,P
68,0.043,2222.19,89757.72,ETH,1704712781418,ETH,0.0,925.0,ETH-26JAN24,2241.64,-14.7059,0.042903,2748.0,0.0435,0.0425,ETH-26JAN24-2350-C,0.0435,0.0385,0.052,ETH,26JAN24,2350,C
69,0.057,2222.19,9967.18,ETH,1704712781418,ETH,0.0,74.0,ETH-19JAN24,2233.51,32.0388,0.056849,1027.0,0.0575,0.0565,ETH-19JAN24-2250-P,0.068,0.05,0.068,ETH,19JAN24,2250,P
70,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.17676,106.0,,0.0015,ETH-26JAN24-2600-P,0.127,,,ETH,26JAN24,2600,P
71,,2222.19,1150.84,ETH,1704712781418,ETH,0.0,10.0,SYN.ETH-9JAN24,2223.1257250511408,0.0,0.048119,11.0,,0.0245,ETH-9JAN24-2325-P,0.052,0.052,0.052,ETH,9JAN24,2325,P
72,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-29MAR24,2293.97,,9e-06,1365.0,0.0006,,ETH-29MAR24-200-P,0.0001,,,ETH,29MAR24,200,P
73,0.0033,2222.19,564.12,ETH,1704712781418,ETH,0.0,68.0,ETH-26JAN24,2241.65,-28.0,0.003223,29919.0,0.0035,0.0031,ETH-26JAN24-3100-C,0.0036,0.0034,0.005,ETH,26JAN24,3100,C
74,0.03825,2222.19,834.23,ETH,1704712781418,ETH,0.0,10.0,SYN.ETH-9JAN24,2223.1257250511408,2.7027,0.038158,16.0,0.0395,0.037,ETH-9JAN24-2300-P,0.038,0.037,0.038,ETH,9JAN24,2300,P
75,0.04375,2222.19,95897.39,ETH,1704712781418,ETH,0.0,964.0,ETH-23FEB24,2269.04,1.1236,0.043642,6019.0,0.0445,0.043,ETH-23FEB24-2000-P,0.045,0.044,0.0505,ETH,23FEB24,2000,P
76,0.038,2222.19,5593.28,ETH,1704712781418,ETH,0.0,60.0,ETH-23FEB24,2269.04,-18.1818,0.037847,11070.0,0.0385,0.0375,ETH-23FEB24-2700-C,0.036,0.0355,0.045,ETH,23FEB24,2700,C
77,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.173844,0.0,,,ETH-19JAN24-2600-P,,,,ETH,19JAN24,2600,P
78,0.0365,2222.19,783.25,ETH,1704712781418,ETH,0.0,10.0,ETH-27SEP24,2409.51,0.0,0.036512,941.0,0.0385,0.0345,ETH-27SEP24-1300-P,0.035,0.035,0.035,ETH,27SEP24,1300,P
79,0.17325,2222.19,39223.5,ETH,1704712781418,ETH,0.0,101.0,ETH-28JUN24,2359.87,-2.2792,0.173263,1585.0,0.1745,0.172,ETH-28JUN24-2300-P,0.1715,0.1715,0.1765,ETH,28JUN24,2300,P
80,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.192719,0.0,,,ETH-11JAN24-2650-P,,,,ETH,11JAN24,2650,P
81,,2222.19,8.24,ETH,1704712781418,ETH,0.0,37.0,SYN.ETH-9JAN24,2223.1257250511408,0.0,8e-05,74.0,0.0001,,ETH-9JAN24-2650-C,0.0001,0.0001,0.0001,ETH,9JAN24,2650,C
82,0.00335,2222.19,7.69,ETH,1704712781418,ETH,0.0,1.0,ETH-23FEB24,2269.04,0.0,0.003399,869.0,0.0035,0.0032,ETH-23FEB24-4200-C,0.0035,0.0035,0.0035,ETH,23FEB24,4200,C
83,0.017,2222.19,41831.43,ETH,1704712781418,ETH,0.0,1126.0,ETH-12JAN24,2226.35,-14.6341,0.016971,5362.0,0.0175,0.0165,ETH-12JAN24-2350-C,0.0175,0.0135,0.023,ETH,12JAN24,2350,C
84,0.00105,2222.19,9.32,ETH,1704712781418,ETH,0.0,3.0,ETH-23FEB24,2269.04,-20.0,0.001232,109.0,0.0015,0.0006,ETH-23FEB24-1000-P,0.0012,0.0012,0.0015,ETH,23FEB24,1000,P
85,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.687917,0.0,,,ETH-26JAN24-700-C,,,,ETH,26JAN24,700,C
86,0.1545,2222.19,1075.54,ETH,1704712781418,ETH,0.0,3.0,ETH-29MAR24,2293.97,0.0,0.154018,20066.0,0.156,0.153,ETH-29MAR24-2400-P,0.1635,0.1635,0.1635,ETH,29MAR24,2400,P
87,0.1585,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.158589,1029.0,0.1615,0.1555,ETH-27SEP24-2100-P,0.1505,,,ETH,27SEP24,2100,P
88,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.149801,0.0,,,ETH-11JAN24-1900-C,,,,ETH,11JAN24,1900,C
89,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.303799,0.0,,,ETH-11JAN24-2900-P,,,,ETH,11JAN24,2900,P
90,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-27DEC24,2458.12,,1.507392,0.0,,,ETH-27DEC24-6000-P,,,,ETH,27DEC24,6000,P
91,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.342543,10.0,,,ETH-26JAN24-3000-P,0.3305,,,ETH,26JAN24,3000,P
92,0.0125,2222.19,71166.44,ETH,1704712781418,ETH,0.0,2653.0,ETH-12JAN24,2226.35,14.2857,0.01243,7853.0,0.013,0.012,ETH-12JAN24-2050-P,0.012,0.0105,0.014,ETH,12JAN24,2050,P
93,0.22025,2222.19,1480.72,ETH,1704712781418,ETH,0.0,3.0,ETH-27SEP24,2409.51,-0.8969,0.220182,1644.0,0.223,0.2175,ETH-27SEP24-2500-C,0.221,0.221,0.223,ETH,27SEP24,2500,C
94,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.259253,0.0,,,ETH-11JAN24-2800-P,,,,ETH,11JAN24,2800,P
95,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.530505,2.0,,,ETH-27SEP24-1200-C,0.3335,,,ETH,27SEP24,1200,C
96,0.0026,2222.19,5946.09,ETH,1704712781418,ETH,0.0,864.0,ETH-26JAN24,2241.65,-28.9474,0.002558,45902.0,0.0028,0.0024,ETH-26JAN24-3200-C,0.0027,0.0026,0.0039,ETH,26JAN24,3200,C
97,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.61595,0.0,,,ETH-27DEC24-1000-C,,,,ETH,27DEC24,1000,C
98,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-26JAN24,2241.64,,0.598898,0.0,,,ETH-26JAN24-900-C,,,,ETH,26JAN24,900,C
99,,2222.19,0.0,ETH,1704712781418,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.49697,0.0,,,ETH-27SEP24-1300-C,,,,ETH,27SEP24,1300,C
100,0.0075,2222.19,386.91,ETH,1704712781418,ETH,0.0,18.0,SYN.ETH-10JAN24,2224.200483367427,-43.4783,0.007357,38.0,0.008,0.007,ETH-10JAN24-2325-C,0.0065,0.0055,0.0125,ETH,10JAN24,2325,C
101,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.835178,0.0,,,ETH-27SEP24-400-C,,,,ETH,27SEP24,400,C
102,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.192095,0.0,,,ETH-9JAN24-2650-P,,,,ETH,9JAN24,2650,P
103,0.06,2222.19,16197.57,ETH,1704712781419,ETH,0.0,120.0,ETH-29MAR24,2293.96,-5.4264,0.059948,74788.0,0.0605,0.0595,ETH-29MAR24-2800-C,0.061,0.0565,0.0645,ETH,29MAR24,2800,C
104,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.549839,0.0,,,ETH-27DEC24-1200-C,,,,ETH,27DEC24,1200,C
105,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.434216,65.0,,,ETH-27SEP24-1500-C,0.46,,,ETH,27SEP24,1500,C
106,0.01,2222.19,25473.72,ETH,1704712781419,ETH,0.0,974.0,SYN.ETH-10JAN24,2224.200483367427,-31.0345,0.00977,674.0,0.0105,0.0095,ETH-10JAN24-2300-C,0.01,0.006,0.0175,ETH,10JAN24,2300,C
107,0.02075,2222.19,14468.2,ETH,1704712781419,ETH,0.0,271.0,SYN.ETH-9JAN24,2223.1257250511408,-2.5,0.02094,403.0,0.022,0.0195,ETH-9JAN24-2250-P,0.0195,0.0175,0.039,ETH,9JAN24,2250,P
108,,2222.19,27.34,ETH,1704712781419,ETH,0.0,123.0,ETH-26JAN24,2241.65,0.0,5.1e-05,530.0,0.0001,,ETH-26JAN24-600-P,0.0001,0.0001,0.0001,ETH,26JAN24,600,P
109,0.172,2222.19,2006.11,ETH,1704712781419,ETH,0.0,5.0,ETH-29MAR24,2293.97,0.0,0.182814,1840.0,0.1875,0.1565,ETH-29MAR24-2500-P,0.18,0.18,0.18,ETH,29MAR24,2500,P
110,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.061751,0.0,,0.0255,ETH-11JAN24-2325-P,,,,ETH,11JAN24,2325,P
111,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.061949,0.0,,0.024,ETH-11JAN24-2125-C,,,,ETH,11JAN24,2125,C
112,,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.326479,0.0,,,ETH-10JAN24-2950-P,,,,ETH,10JAN24,2950,P
113,0.02075,2222.19,24653.2,ETH,1704712781419,ETH,0.0,533.0,ETH-29MAR24,2293.97,-1.4286,0.020804,9034.0,0.0215,0.02,ETH-29MAR24-1600-P,0.0207,0.02,0.0245,ETH,29MAR24,1600,P
114,0.07275,2222.19,1945.93,ETH,1704712781419,ETH,0.0,12.0,ETH-28JUN24,2359.87,0.0,0.07282,5013.0,0.0735,0.072,ETH-28JUN24-1800-P,0.073,0.073,0.073,ETH,28JUN24,1800,P
115,0.05925,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.059259,2505.0,0.061,0.0575,ETH-27SEP24-5000-C,0.0645,,,ETH,27SEP24,5000,C
116,0.0024,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.002477,3920.0,0.0025,0.0023,ETH-29MAR24-6500-C,0.0035,,,ETH,29MAR24,6500,C
117,0.31025,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.314167,0.0,0.317,0.3035,ETH-27SEP24-2700-P,,,,ETH,27SEP24,2700,P
118,0.036,2222.19,199490.99,ETH,1704712781419,ETH,0.0,2259.0,ETH-26JAN24,2241.65,0.0,0.035808,9285.0,0.0365,0.0355,ETH-26JAN24-2100-P,0.034,0.034,0.043,ETH,26JAN24,2100,P
119,0.1585,2222.19,1061.77,ETH,1704712781419,ETH,0.0,3.0,ETH-27DEC24,2458.12,0.0,0.158819,91.0,0.1625,0.1545,ETH-27DEC24-2000-P,0.1615,0.1615,0.1615,ETH,27DEC24,2000,P
120,0.1665,2222.19,53058.41,ETH,1704712781419,ETH,0.0,142.0,ETH-28JUN24,2359.87,-1.4663,0.166577,8197.0,0.1675,0.1655,ETH-28JUN24-2500-C,0.168,0.1665,0.1705,ETH,28JUN24,2500,C
121,,2222.19,8124.4,ETH,1704712781419,ETH,0.0,40.0,ETH-26JAN24,2241.64,2.2099,0.091271,4328.0,,0.04,ETH-26JAN24-2350-P,0.0925,0.0895,0.093,ETH,26JAN24,2350,P
122,0.3255,2222.19,0.0,ETH,1704712781419,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.344032,30.0,0.3465,0.3045,ETH-27SEP24-2800-P,0.335,,,ETH,27SEP24,2800,P
123,0.00155,2222.19,3788.2,ETH,1704712781419,ETH,0.0,728.0,SYN.ETH-9JAN24,2223.1257250511408,-52.7778,0.001532,893.0,0.0017,0.0014,ETH-9JAN24-2350-C,0.0017,0.0011,0.005,ETH,9JAN24,2350,C
124,0.00135,2222.19,13.22,ETH,1704712781419,ETH,0.0,5.0,ETH-29MAR24,2293.97,0.0,0.001224,2626.0,0.0015,0.0012,ETH-29MAR24-800-P,0.0012,0.0012,0.0012,ETH,29MAR24,800,P
