,mid_price,estimated_delivery_price,volume_usd,quote_currency,creation_timestamp,base_currency,interest_rate,volume,underlying_index,underlying_price,price_change,mark_price,open_interest,ask_price,bid_price,instrument_name,last,low,high,currency,expire_date,strike_price,option_type
506,0.02475,2222.19,293100.87,ETH,1704712781426,ETH,0.0,4940.0,ETH-26JAN24,2241.65,-18.0328,0.024759,75151.0,0.025,0.0245,ETH-26JAN24-2500-C,0.025,0.021,0.0325,ETH,26JAN24,2500,C
507,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.104832,0.0,,0.0022,ETH-19JAN24-2050-C,,,,ETH,19JAN24,2050,C
508,0.00285,2222.19,134.91,ETH,1704712781426,ETH,0.0,26.0,ETH-19JAN24,2233.51,35.0,0.002761,194.0,0.003,0.0027,ETH-19JAN24-1600-P,0.0027,0.002,0.0029,ETH,19JAN24,1600,P
509,0.22325,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.222258,42377.0,0.2285,0.218,ETH-29MAR24-1900-C,0.228,,,ETH,29MAR24,1900,C
510,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.767132,0.0,,,ETH-23FEB24-4000-P,,,,ETH,23FEB24,4000,P
511,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.365534,10.0,,,ETH-27DEC24-1900-C,0.373,,,ETH,27DEC24,1900,C
512,0.0048,2222.19,13.4,ETH,1704712781426,ETH,0.0,3.0,SYN.ETH-11JAN24,2225.2752416837134,0.0,0.004889,3.0,0.005,0.0046,ETH-11JAN24-1950-P,0.002,0.002,0.002,ETH,11JAN24,1950,P
513,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.214808,0.0,,,ETH-11JAN24-2700-P,,,,ETH,11JAN24,2700,P
514,0.0002,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.000197,812.0,0.0003,0.0001,ETH-26JAN24-700-P,0.0002,,,ETH,26JAN24,700,P
515,,2222.19,102.22,ETH,1704712781426,ETH,0.0,164.0,SYN.ETH-9JAN24,2223.1257250511408,0.0,0.000117,167.0,0.0003,,ETH-9JAN24-1950-P,0.0003,0.0001,0.0007,ETH,9JAN24,1950,P
516,0.10925,2222.19,2889.45,ETH,1704712781426,ETH,0.0,12.0,ETH-27DEC24,2458.12,0.0,0.109171,116.0,0.1125,0.106,ETH-27DEC24-4500-C,0.1085,0.1085,0.1085,ETH,27DEC24,4500,C
517,0.08025,2222.19,67683.23,ETH,1704712781426,ETH,0.0,379.0,ETH-29MAR24,2293.97,-5.0,0.080241,13859.0,0.081,0.0795,ETH-29MAR24-2600-C,0.0798,0.0795,0.0865,ETH,29MAR24,2600,C
518,0.0405,2222.19,361.83,ETH,1704712781426,ETH,0.0,4.0,ETH-27SEP24,2409.51,0.0,0.040367,1812.0,0.042,0.039,ETH-27SEP24-6000-C,0.041,0.041,0.041,ETH,27SEP24,6000,C
519,0.18175,2222.19,5798.27,ETH,1704712781426,ETH,0.0,14.0,ETH-28JUN24,2359.87,0.0,0.182102,8407.0,0.1825,0.181,ETH-28JUN24-2400-C,0.186,0.186,0.186,ETH,28JUN24,2400,C
520,0.21775,2222.19,502.97,ETH,1704712781426,ETH,0.0,1.0,ETH-27DEC24,2458.12,0.0,0.228668,11.0,0.2335,0.202,ETH-27DEC24-2300-P,0.225,0.225,0.225,ETH,27DEC24,2300,P
521,0.2185,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.21713,3625.0,0.225,0.212,ETH-28JUN24-2200-C,0.224,,,ETH,28JUN24,2200,C
522,0.01025,2222.19,895.43,ETH,1704712781426,ETH,0.0,37.0,ETH-23FEB24,2269.04,14.2857,0.010257,1359.0,0.0105,0.01,ETH-23FEB24-1600-P,0.012,0.0105,0.012,ETH,23FEB24,1600,P
523,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.215207,0.0,,,ETH-19JAN24-2700-P,,,,ETH,19JAN24,2700,P
524,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.696244,5.0,,,ETH-26JAN24-3800-P,0.6755,,,ETH,26JAN24,3800,P
525,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.604101,0.0,,,ETH-23FEB24-900-C,,,,ETH,23FEB24,900,C
526,0.00295,2222.19,6.6,ETH,1704712781426,ETH,0.0,1.0,ETH-23FEB24,2269.04,0.0,0.002897,426.0,0.0032,0.0027,ETH-23FEB24-4400-C,0.003,0.003,0.003,ETH,23FEB24,4400,C
527,0.0016,2222.19,579.82,ETH,1704712781426,ETH,0.0,156.0,SYN.ETH-10JAN24,2224.200483367427,-23.8095,0.001583,153.0,0.0018,0.0014,ETH-10JAN24-2475-C,0.0016,0.0014,0.0021,ETH,10JAN24,2475,C
528,0.008,2222.19,146.16,ETH,1704712781426,ETH,0.0,9.0,SYN.ETH-11JAN24,2225.2752416837134,344.4444,0.00791,9.0,0.0085,0.0075,ETH-11JAN24-2425-C,0.008,0.0018,0.008,ETH,11JAN24,2425,C
529,0.00025,2222.19,43.64,ETH,1704712781426,ETH,0.0,77.0,SYN.ETH-9JAN24,2223.1257250511408,-80.0,0.000232,194.0,0.0003,0.0002,ETH-9JAN24-2000-P,0.0002,0.0002,0.001,ETH,9JAN24,2000,P
530,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-27DEC24,2458.12,,1.897975,0.0,,,ETH-27DEC24-7000-P,,,,ETH,27DEC24,7000,P
531,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.601584,0.0,,,ETH-27SEP24-1000-C,,,,ETH,27SEP24,1000,C
532,0.00245,2222.19,36.91,ETH,1704712781426,ETH,0.0,8.0,SYN.ETH-11JAN24,2225.2752416837134,30.0,0.002438,8.0,0.0027,0.0022,ETH-11JAN24-2600-C,0.0026,0.002,0.0026,ETH,11JAN24,2600,C
533,0.0048,2222.19,7979.12,ETH,1704712781426,ETH,0.0,726.0,ETH-12JAN24,2226.35,11.9048,0.004752,3714.0,0.005,0.0046,ETH-12JAN24-1900-P,0.0047,0.0038,0.006,ETH,12JAN24,1900,P
534,0.0225,2222.19,52.98,ETH,1704712781426,ETH,0.0,1.0,ETH-27DEC24,2458.12,0.0,0.022772,334.0,0.0245,0.0205,ETH-27DEC24-1000-P,0.024,0.024,0.024,ETH,27DEC24,1000,P
535,0.0043,2222.19,1338.86,ETH,1704712781426,ETH,0.0,134.0,ETH-26JAN24,2241.65,-33.8462,0.004201,31488.0,0.0045,0.0041,ETH-26JAN24-3000-C,0.0043,0.004,0.0065,ETH,26JAN24,3000,C
536,0.0009,2222.19,10.31,ETH,1704712781426,ETH,0.0,4.0,ETH-19JAN24,2233.51,18.1818,0.000892,789.0,0.001,0.0008,ETH-19JAN24-3400-C,0.0013,0.0011,0.0013,ETH,19JAN24,3400,C
537,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.560503,0.0,,,ETH-23FEB24-1000-C,,,,ETH,23FEB24,1000,C
538,0.23825,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.238006,117.0,0.242,0.2345,ETH-27DEC24-2700-C,0.252,,,ETH,27DEC24,2700,C
539,0.0027,2222.19,1877.93,ETH,1704712781426,ETH,0.0,242.0,SYN.ETH-9JAN24,2223.1257250511408,-29.7297,0.002667,305.0,0.0029,0.0025,ETH-9JAN24-2125-P,0.0026,0.0022,0.0065,ETH,9JAN24,2125,P
540,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.338447,2287.0,,0.0002,ETH-28JUN24-1700-C,0.365,,,ETH,28JUN24,1700,C
541,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.257243,5.0,,,ETH-26JAN24-2800-P,0.2485,,,ETH,26JAN24,2800,P
542,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-28JUN24,2359.87,,1.351125,0.0,,,ETH-28JUN24-5500-P,,,,ETH,28JUN24,5500,P
543,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-27DEC24,2458.12,,2.293658,0.0,,,ETH-27DEC24-8000-P,,,,ETH,27DEC24,8000,P
544,0.00425,2222.19,1208.94,ETH,1704712781426,ETH,0.0,98.0,ETH-23FEB24,2269.04,10.0,0.004217,1574.0,0.0045,0.004,ETH-23FEB24-4000-C,0.0055,0.005,0.0055,ETH,23FEB24,4000,C
545,0.2055,2222.19,11338.67,ETH,1704712781426,ETH,0.0,24.0,ETH-27DEC24,2458.12,-1.8868,0.205447,673.0,0.209,0.202,ETH-27DEC24-3000-C,0.208,0.208,0.2125,ETH,27DEC24,3000,C
546,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.301466,0.0,,,ETH-19JAN24-2900-P,,,,ETH,19JAN24,2900,P
547,0.25425,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-29MAR24,2293.96,,0.253566,15671.0,0.2595,0.249,ETH-29MAR24-1800-C,0.266,,,ETH,29MAR24,1800,C
548,0.02275,2222.19,5301.91,ETH,1704712781427,ETH,0.0,90.0,SYN.ETH-10JAN24,2224.200483367427,7.1429,0.022515,148.0,0.023,0.0225,ETH-10JAN24-2225-P,0.0225,0.021,0.0295,ETH,10JAN24,2225,P
549,0.2695,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.268169,1003.0,0.283,0.256,ETH-27SEP24-2200-C,0.285,,,ETH,27SEP24,2200,C
550,0.0003,2222.19,83.57,ETH,1704712781427,ETH,0.0,122.0,SYN.ETH-9JAN24,2223.1257250511408,-50.0,0.00027,228.0,0.0004,0.0002,ETH-9JAN24-2500-C,0.0003,0.0001,0.0008,ETH,9JAN24,2500,C
551,0.014,2222.19,3510.38,ETH,1704712781427,ETH,0.0,114.0,SYN.ETH-11JAN24,2225.2752416837134,55.5556,0.014112,114.0,0.0145,0.0135,ETH-11JAN24-2100-P,0.014,0.009,0.014,ETH,11JAN24,2100,P
552,0.0165,2222.19,231.44,ETH,1704712781427,ETH,0.0,6.0,ETH-23FEB24,2269.04,-10.5263,0.01643,4470.0,0.017,0.016,ETH-23FEB24-3100-C,0.017,0.017,0.019,ETH,23FEB24,3100,C
553,0.0115,2222.19,26.45,ETH,1704712781427,ETH,0.0,1.0,ETH-23FEB24,2269.04,0.0,0.011301,3588.0,0.012,0.011,ETH-23FEB24-3300-C,0.012,0.012,0.012,ETH,23FEB24,3300,C
554,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.128018,0.0,,,ETH-11JAN24-2500-P,,,,ETH,11JAN24,2500,P
555,0.029,2222.19,5421.11,ETH,1704712781427,ETH,0.0,88.0,SYN.ETH-11JAN24,2225.2752416837134,5.5556,0.028926,88.0,0.0295,0.0285,ETH-11JAN24-2200-P,0.0285,0.027,0.0285,ETH,11JAN24,2200,P
556,0.13825,2222.19,617.32,ETH,1704712781427,ETH,0.0,2.0,ETH-27DEC24,2458.12,0.0,0.138495,15.0,0.142,0.1345,ETH-27DEC24-1900-P,0.139,0.139,0.139,ETH,27DEC24,1900,P
557,0.00205,2222.19,32.51,ETH,1704712781427,ETH,0.0,7.0,SYN.ETH-10JAN24,2224.200483367427,14.2857,0.001974,10.0,0.0023,0.0018,ETH-10JAN24-2450-C,0.0024,0.0018,0.0024,ETH,10JAN24,2450,C
558,0.16925,2222.19,2256.14,ETH,1704712781427,ETH,0.0,6.0,ETH-29MAR24,2293.97,0.0,0.167935,13153.0,0.174,0.1645,ETH-29MAR24-2100-C,0.1695,0.1695,0.1695,ETH,29MAR24,2100,C
559,0.00375,2222.19,638.9,ETH,1704712781427,ETH,0.0,103.0,SYN.ETH-11JAN24,2225.2752416837134,16.6667,0.003628,103.0,0.0038,0.0037,ETH-11JAN24-1900-P,0.0028,0.0024,0.0028,ETH,11JAN24,1900,P
560,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.073968,214.0,,0.0355,ETH-12JAN24-2100-C,0.0828,,,ETH,12JAN24,2100,C
561,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.192896,635.0,,,ETH-23FEB24-2600-P,0.1225,,,ETH,23FEB24,2600,P
562,0.001,2222.19,45.19,ETH,1704712781427,ETH,0.0,34.0,SYN.ETH-11JAN24,2225.2752416837134,0.0,0.000981,34.0,0.0012,0.0008,ETH-11JAN24-2800-C,0.0006,0.0006,0.0006,ETH,11JAN24,2800,C
563,0.016,2222.19,11230.95,ETH,1704712781427,ETH,0.0,296.0,ETH-28JUN24,2359.87,0.0,0.016148,13546.0,0.0165,0.0155,ETH-28JUN24-1200-P,0.016,0.016,0.018,ETH,28JUN24,1200,P
564,0.00625,2222.19,53104.97,ETH,1704712781427,ETH,0.0,3657.0,ETH-26JAN24,2241.65,0.0,0.006083,10841.0,0.0065,0.006,ETH-26JAN24-1700-P,0.006,0.0055,0.007,ETH,26JAN24,1700,P
565,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.134837,71.0,,,ETH-19JAN24-2500-P,0.0775,,,ETH,19JAN24,2500,P
566,0.029,2222.19,20176.77,ETH,1704712781427,ETH,0.0,309.0,ETH-26JAN24,2241.65,0.0,0.028953,795.0,0.0295,0.0285,ETH-26JAN24-2050-P,0.029,0.0285,0.035,ETH,26JAN24,2050,P
567,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.434111,0.0,,,ETH-19JAN24-3200-P,,,,ETH,19JAN24,3200,P
568,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.098968,6817.0,,0.0005,ETH-26JAN24-2100-C,0.1065,,,ETH,26JAN24,2100,C
569,0.02875,2222.19,65.9,ETH,1704712781427,ETH,0.0,1.0,ETH-27SEP24,2409.51,0.0,0.028544,922.0,0.0305,0.027,ETH-27SEP24-1200-P,0.03,0.03,0.03,ETH,27SEP24,1200,P
570,0.3005,2222.19,6631.82,ETH,1704712781427,ETH,0.0,11.0,ETH-28JUN24,2359.87,0.0,0.315462,118.0,0.319,0.282,ETH-28JUN24-2800-P,0.2555,0.2555,0.2555,ETH,28JUN24,2800,P
571,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-29MAR24,2293.96,,0.549379,696.0,,0.0036,ETH-29MAR24-3500-P,0.5675,,,ETH,29MAR24,3500,P
572,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.072008,0.0,,,ETH-10JAN24-2375-P,,,,ETH,10JAN24,2375,P
573,0.0005,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.000432,2110.0,0.0008,0.0002,ETH-28JUN24-200-P,0.0005,,,ETH,28JUN24,200,P
574,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.061525,0.0,,0.0355,ETH-10JAN24-2100-C,,,,ETH,10JAN24,2100,C
575,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.523207,0.0,,,ETH-19JAN24-3400-P,,,,ETH,19JAN24,3400,P
576,0.29325,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.292978,0.0,0.297,0.2895,ETH-27DEC24-2300-C,,,,ETH,27DEC24,2300,C
577,,2222.19,4.95,ETH,1704712781427,ETH,0.0,22.0,SYN.ETH-9JAN24,2223.1257250511408,0.0,1.1e-05,22.0,0.0001,,ETH-9JAN24-2750-C,0.0001,0.0001,0.0001,ETH,9JAN24,2750,C
578,0.017,2222.19,112.65,ETH,1704712781427,ETH,0.0,4.0,SYN.ETH-11JAN24,2225.2752416837134,39.1304,0.016888,4.0,0.0175,0.0165,ETH-11JAN24-2125-P,0.016,0.0115,0.016,ETH,11JAN24,2125,P
579,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.160321,2715.0,,0.0165,ETH-23FEB24-2500-P,0.1525,,,ETH,23FEB24,2500,P
580,0.00055,2222.19,456.78,ETH,1704712781427,ETH,0.0,300.0,ETH-26JAN24,2241.65,-14.2857,0.000535,68326.0,0.0006,0.0005,ETH-26JAN24-4400-C,0.0006,0.0006,0.0007,ETH,26JAN24,4400,C
581,0.01975,2222.19,7805.51,ETH,1704712781427,ETH,0.0,205.0,SYN.ETH-9JAN24,2223.1257250511408,-28.0702,0.020034,170.0,0.0205,0.019,ETH-9JAN24-2200-C,0.0205,0.0115,0.0295,ETH,9JAN24,2200,C
582,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.191934,0.0,,,ETH-10JAN24-2650-P,,,,ETH,10JAN24,2650,P
583,0.02375,2222.19,16309.29,ETH,1704712781427,ETH,0.0,300.0,ETH-29MAR24,2293.96,-7.6923,0.023647,29628.0,0.024,0.0235,ETH-29MAR24-3500-C,0.024,0.0235,0.0265,ETH,29MAR24,3500,C
584,,2222.19,345.56,ETH,1704712781427,ETH,0.0,4.0,SYN.ETH-10JAN24,2224.200483367427,0.0,0.043849,4.0,,0.015,ETH-10JAN24-2300-P,0.0385,0.0385,0.0385,ETH,10JAN24,2300,P
585,0.00065,2222.19,375.58,ETH,1704712781427,ETH,0.0,225.0,SYN.ETH-9JAN24,2223.1257250511408,-62.5,0.000662,281.0,0.0008,0.0005,ETH-9JAN24-2050-P,0.0009,0.0005,0.0025,ETH,9JAN24,2050,P
586,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.915682,0.0,,,ETH-28JUN24-200-C,,,,ETH,28JUN24,200,C
587,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.088046,0.0,,,ETH-11JAN24-2400-P,,,,ETH,11JAN24,2400,P
588,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.68017,0.0,,,ETH-23FEB24-3800-P,,,,ETH,23FEB24,3800,P
589,0.0055,2222.19,881.48,ETH,1704712781427,ETH,0.0,64.0,ETH-29MAR24,2293.97,0.0,0.005479,12788.0,0.006,0.005,ETH-29MAR24-5000-C,0.006,0.006,0.0065,ETH,29MAR24,5000,C
590,0.065,2222.19,80089.41,ETH,1704712781427,ETH,0.0,527.0,ETH-26JAN24,2241.64,-1.5385,0.064804,2448.0,0.0655,0.0645,ETH-26JAN24-2250-P,0.064,0.062,0.073,ETH,26JAN24,2250,P
591,0.0245,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.024673,414.0,0.026,0.023,ETH-27SEP24-7500-C,0.0285,,,ETH,27SEP24,7500,C
592,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.287334,9402.0,0.43,,ETH-29MAR24-1700-C,0.3065,,,ETH,29MAR24,1700,C
593,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.052095,0.0,,0.024,ETH-10JAN24-2125-C,,,,ETH,10JAN24,2125,C
594,,2222.19,0.0,ETH,1704712781427,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.078537,0.0,,,ETH-9JAN24-2050-C,,,,ETH,9JAN24,2050,C
595,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.380586,1807.0,,,ETH-28JUN24-3000-P,0.3365,,,ETH,28JUN24,3000,P
596,0.00305,2222.19,26.94,ETH,1704712781428,ETH,0.0,3.0,ETH-19JAN24,2233.51,0.0,0.00302,371.0,0.0032,0.0029,ETH-19JAN24-2900-C,0.004,0.004,0.004,ETH,19JAN24,2900,C
597,0.02425,2222.19,8400.71,ETH,1704712781428,ETH,0.0,165.0,SYN.ETH-11JAN24,2225.2752416837134,27.7778,0.024243,165.0,0.0245,0.024,ETH-11JAN24-2175-P,0.023,0.017,0.025,ETH,11JAN24,2175,P
598,0.0019,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.001855,0.0,0.0021,0.0017,ETH-11JAN24-2650-C,,,,ETH,11JAN24,2650,C
599,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.382688,0.0,,,ETH-23FEB24-3100-P,,,,ETH,23FEB24,3100,P
600,0.013,2222.19,18320.26,ETH,1704712781428,ETH,0.0,666.0,ETH-29MAR24,2293.96,-10.0,0.013313,16509.0,0.0135,0.0125,ETH-29MAR24-4000-C,0.0135,0.012,0.015,ETH,29MAR24,4000,C
601,0.009,2222.19,36286.06,ETH,1704712781428,ETH,0.0,1574.0,ETH-12JAN24,2226.35,-18.1818,0.008694,30844.0,0.0095,0.0085,ETH-12JAN24-2450-C,0.009,0.007,0.013,ETH,12JAN24,2450,C
602,0.0006,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.000711,295.0,0.001,0.0002,ETH-27SEP24-200-P,0.0003,,,ETH,27SEP24,200,P
603,0.0205,2222.19,19134.02,ETH,1704712781428,ETH,0.0,438.0,ETH-26JAN24,2241.64,-18.5185,0.020379,6452.0,0.021,0.02,ETH-26JAN24-2550-C,0.022,0.018,0.027,ETH,26JAN24,2550,C
604,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.147392,0.0,,,ETH-10JAN24-2550-P,,,,ETH,10JAN24,2550,P
605,0.017,2222.19,2661.79,ETH,1704712781428,ETH,0.0,68.0,SYN.ETH-11JAN24,2225.2752416837134,-18.9189,0.016936,68.0,0.0175,0.0165,ETH-11JAN24-2325-C,0.015,0.015,0.0185,ETH,11JAN24,2325,C
606,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.169653,0.0,,,ETH-9JAN24-2600-P,,,,ETH,9JAN24,2600,P
607,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.527583,0.0,,,ETH-12JAN24-3400-P,,,,ETH,12JAN24,3400,P
608,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-26JAN24,2241.65,,1.676832,0.0,,,ETH-26JAN24-6000-P,,,,ETH,26JAN24,6000,P
609,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.464781,1.0,,,ETH-27SEP24-1400-C,0.4485,,,ETH,27SEP24,1400,C
610,0.00165,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.001612,4136.0,0.0017,0.0016,ETH-29MAR24-7500-C,0.0018,,,ETH,29MAR24,7500,C
611,0.039,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.039085,263.0,0.041,0.037,ETH-27DEC24-8000-C,0.042,,,ETH,27DEC24,8000,C
612,0.0695,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.069476,536.0,0.072,0.067,ETH-27SEP24-1600-P,0.055,,,ETH,27SEP24,1600,P
613,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.874357,0.0,,,ETH-26JAN24-4200-P,,,,ETH,26JAN24,4200,P
614,0.01225,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.012283,80.0,0.014,0.0105,ETH-27DEC24-800-P,0.012,,,ETH,27DEC24,800,P
615,0.02175,2222.19,2832.17,ETH,1704712781428,ETH,0.0,57.0,ETH-27SEP24,2409.51,0.0,0.02159,686.0,0.0225,0.021,ETH-27SEP24-8000-C,0.0225,0.0225,0.0225,ETH,27SEP24,8000,C
616,0.07775,2222.19,136451.86,ETH,1704712781428,ETH,0.0,728.0,ETH-26JAN24,2241.65,-12.7907,0.077369,5347.0,0.079,0.0765,ETH-26JAN24-2300-P,0.075,0.075,0.0905,ETH,26JAN24,2300,P
617,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27DEC24,2458.12,,1.125532,71.0,,,ETH-27DEC24-5000-P,0.961,,,ETH,27DEC24,5000,P
618,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.171338,0.0,,,ETH-12JAN24-2600-P,0.155,,,ETH,12JAN24,2600,P
619,0.045,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.044639,135.0,0.0465,0.0435,ETH-27DEC24-7500-C,0.046,,,ETH,27DEC24,7500,C
620,0.0041,2222.19,462.15,ETH,1704712781428,ETH,0.0,48.0,ETH-29MAR24,2293.97,-11.6279,0.004064,3982.0,0.0043,0.0039,ETH-29MAR24-5500-C,0.0038,0.0038,0.0044,ETH,29MAR24,5500,C
621,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-26JAN24,2241.64,,0.963436,0.0,,,ETH-26JAN24-4400-P,,,,ETH,26JAN24,4400,P
622,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.28153,0.0,,,ETH-10JAN24-2850-P,,,,ETH,10JAN24,2850,P
623,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-29MAR24,2293.96,,2.05352,0.0,,,ETH-29MAR24-7000-P,,,,ETH,29MAR24,7000,P
624,0.47175,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.470824,6500.0,0.48,0.4635,ETH-28JUN24-1300-C,0.346,,,ETH,28JUN24,1300,C
625,0.03675,2222.19,1063.59,ETH,1704712781428,ETH,0.0,12.0,ETH-28JUN24,2359.87,6.4935,0.036979,6490.0,0.0375,0.036,ETH-28JUN24-1500-P,0.041,0.0385,0.041,ETH,28JUN24,1500,P
626,0.00435,2222.19,296.97,ETH,1704712781428,ETH,0.0,27.0,ETH-19JAN24,2233.51,-18.1818,0.004305,1314.0,0.0045,0.0042,ETH-19JAN24-2800-C,0.0045,0.0044,0.0055,ETH,19JAN24,2800,C
627,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,3.1e-05,14.0,0.0001,,ETH-9JAN24-2700-C,0.0001,,,ETH,9JAN24,2700,C
628,0.0915,2222.19,2506.28,ETH,1704712781428,ETH,0.0,12.0,ETH-27DEC24,2458.12,-7.5,0.091424,940.0,0.0945,0.0885,ETH-27DEC24-5000-C,0.0925,0.0925,0.1,ETH,27DEC24,5000,C
629,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.745777,59.0,,0.0008,ETH-28JUN24-4000-P,0.81,,,ETH,28JUN24,4000,P
